,business_id,name,address,city,state,latitude,longitude,stars,review_count,is_open,categories,BusinessAcceptsCreditCards,BikeParking,GoodForKids,ByAppointmentOnly,RestaurantsPriceRange2,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
50428,7mU3l5VjH1IxsXcxBxUblg,Emilliano's Mexican Restaurant and Bar,2557 E Carson St,Pittsburgh,PA,40.42772234,-79.9686308,3.5,286,1,"Restaurants, Mexican, Bars, Nightlife",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-0:0,12:0-0:0,12:0-22:0
50453,5lMgsMFb1hAmP6YTCzBAcw,Jozsa Corner,4800 2nd Ave,Pittsburgh,PA,40.41138395,-79.94484463,4,56,1,"Restaurants, Hungarian, Italian",FALSE,TRUE,TRUE,,2,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,,
50527,9tp082Mk5-Ux3x3YYjlyKg,Houlihan's,125 W Station Sq Dr,Pittsburgh,PA,40.4330076,-80.0045618,3,83,0,"Bars, Nightlife, Restaurants, American (New)",TRUE,TRUE,TRUE,,2,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-23:0
50810,pEjXieTk_BuogUhuBTIn6w,Fireside Caribbean Restaurant,796 Penn Ave,Pittsburgh,PA,40.4426304,-79.8821987,4,38,1,"Restaurants, Caribbean",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,
50862,gb0rMm9AxTz0aiERkj2VEg,Villa Fresh Italian Kitchen,"301 S Hills Village, South Hill Village Mall",Pittsburgh,PA,40.3423756,-80.0560528,3,5,1,"Pizza, Restaurants",TRUE,,,,2,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
51137,j5TMmDVFNkoq629hS_78Gw,PJ's Grille & Bar,164 Fort Couch Rd,Pittsburgh,PA,40.3457129,-80.0527862,2,7,0,"Bars, Restaurants, Nightlife, Beer, Wine & Spirits, Food, American (New)",TRUE,TRUE,TRUE,,2,16:30-2:0,16:30-2:0,16:30-2:0,16:30-2:0,16:30-2:0,16:30-2:0,16:30-2:0
51247,fjE-jiwnTQysz-rLl6YMQg,Amazing Wok,"2910 W Liberty Ave, Ste 1",Pittsburgh,PA,40.3948671,-80.0347286,4,55,1,"Chinese, Restaurants",TRUE,FALSE,TRUE,,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,12:0-22:0,
51387,7jAkIb39KKKvbAo5dc6ZgA,San Lorenzo Ristorante,4407 Butler St,Pittsburgh,PA,40.471828,-79.95983081,4,21,0,"Italian, Restaurants",TRUE,TRUE,FALSE,,3,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:30,17:0-21:30,16:0-20:0
51464,NSBiCz9CRowb6uwpC3vZrQ,Hyatt Regency Pittsburgh International Airport,1111 Airport Blvd,Pittsburgh,PA,40.4968357,-80.2598305,3,111,1,"American (Traditional), Wedding Planning, Hotels & Travel, Event Planning & Services, Restaurants, Hotels",TRUE,,,,2,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
51672,1EUA3TfkMVy__p44tG76zw,Smokin Ghosts BBQ,1825 Liverpool St,Pittsburgh,PA,40.4527878,-80.0319442,5,8,1,"Event Planning & Services, Restaurants, Caterers, Food, Food Trucks, Barbeque",TRUE,TRUE,,,,,,,11:0-14:0,11:0-14:0,11:0-14:0,
51731,a2ACZqoFUxxd-rXsAac2MQ,Uncle Tony's Pizza,3285 W Liberty Ave,Pittsburgh,PA,40.3890447,-80.0419876,3,21,0,"Salad, Pizza, Sandwiches, Restaurants",TRUE,TRUE,,,1,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-0:0,10:0-0:0,10:0-22:0
51741,BcLFIr4wtd3GQ3fnz15yDQ,DiAnoia's Eatery,2549 Penn Ave,Pittsburgh,PA,40.454949,-79.9786993,4.5,626,1,"Restaurants, Italian, Sandwiches, Pizza, Breakfast & Brunch, Delis",TRUE,TRUE,TRUE,FALSE,2,0:0-0:0,8:0-21:0,8:0-21:0,8:0-21:0,17:0-22:0,8:0-22:0,10:0-14:30
51794,X4YG1pu1MDVSi07S3i4YCA,Zaw's Asian Foods,2110 Murray Ave,Pittsburgh,PA,40.4333064,-79.9231271,4,51,0,"Chinese, Restaurants, Burmese",FALSE,FALSE,TRUE,,1,,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,12:0-21:0
51822,AMGe9WK6bxiEkTYNj_cx0w,The Coffee Tree Roasters,5524 Walnut St,Pittsburgh,PA,40.4512442,-79.9327342,3.5,148,1,"Food, Coffee & Tea, Cafes, Restaurants, Coffee Roasteries",TRUE,TRUE,,FALSE,1,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
51837,kT9SuRVTapbDgFGMcg1Rqg,Murray Avenue Grill,1720 Murray Ave,Pittsburgh,PA,40.4372778,-79.9232382,3.5,145,1,"Restaurants, American (New)",TRUE,TRUE,TRUE,,2,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0
52142,ABiwctEu-OZ8YsVc5lnLZQ,Champions Club,500 Mansfield Ave,Pittsburgh,PA,40.41865963,-80.0587787,3.5,13,1,"Bars, Sports Bars, Nightlife, Sandwiches, American (Traditional), Restaurants",TRUE,FALSE,TRUE,,2,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-23:0
52343,sMzNLdhJZGzYirIWt-fMAg,Sienna Mercato,942 Penn Ave,Pittsburgh,PA,40.4439496,-79.9964366,4,834,1,"Pizza, Cocktail Bars, American (New), Restaurants, Nightlife, Italian, Bars",TRUE,TRUE,TRUE,,2,0:0-0:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-22:0
52370,85nvKTJSN8byoeGRxzGkug,First Watch,9176 Covenant Ave,Pittsburgh,PA,40.5716935,-80.0228519,4,178,1,"American (Traditional), Restaurants, Breakfast & Brunch, Cafes",TRUE,TRUE,TRUE,,2,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30,7:0-14:30
52474,gndb2XMDHYI5OEDvwEKwaQ,Domino's Pizza,11822 Frankstown Rd,Pittsburgh,PA,40.4689157,-79.8235826,2,21,1,"Chicken Wings, Pizza, Restaurants, Sandwiches",TRUE,,TRUE,,1,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-1:0,10:30-1:0,10:30-0:0
52575,VFv7NcPW9ajUTLleJ8wOQA,Chipotle Mexican Grill,3615 Forbes Ave,Pittsburgh,PA,40.44114191,-79.95804005,3.5,73,1,"Mexican, Restaurants, Fast Food",TRUE,TRUE,TRUE,,1,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
52674,p2X4WdGMsi26t_6hN3Hz4w,Mekong Restaurant,1429 Potomac Ave,Pittsburgh,PA,40.395543,-80.034904,3.5,70,1,"Vietnamese, Soup, Chinese, Asian Fusion, Restaurants",TRUE,TRUE,TRUE,,2,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:0,11:30-22:0,12:0-21:0
52800,dfVmClBit5Hd7u9_lFY1Lg,Penn Station East Coast Subs,808 Liberty Ave,Pittsburgh,PA,40.4425142,-79.9987478,3,32,1,"Restaurants, Sandwiches, Cheesesteaks, American (Traditional)",TRUE,FALSE,TRUE,,1,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,
52834,BHWIl_wI7P58JrODocBjkg,notion,128 S Highland Ave,Pittsburgh,PA,40.4602716,-79.9251042,4,36,0,"American (New), Restaurants",TRUE,,FALSE,,4,,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,
52846,cpRiIxqubDa4JV58ZR7-cg,Pittsburgh Steak Company,1924 E Carson St,Pittsburgh,PA,40.428324,-79.978097,2.5,71,0,"Latin American, Steakhouses, Restaurants",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,15:0-21:0
53074,a6iD1btU3fo6P6UV-YFLsw,Truth Lounge,51 S 12th St,Pittsburgh,PA,40.4289996,-79.9863199,3.5,28,0,"Tapas/Small Plates, Lounges, Restaurants, Nightlife, Bars, Mediterranean",TRUE,,FALSE,,3,16:30-2:0,16:30-2:0,16:30-2:0,16:30-2:0,16:30-2:0,16:30-2:0,
53111,rVCK-fdFm1zPppMO9iMn6g,Apollo Cafe,429 Forbes Ave,Pittsburgh,PA,40.4391836,-79.9978319,3.5,37,1,"Restaurants, American (Traditional)",FALSE,TRUE,TRUE,,1,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,,
53114,7waMQSqPcbSSAInazaQPxg,Wise County Biscuits,,Pittsburgh,PA,40.4406248,-79.9958864,5,12,1,"Sandwiches, Food Stands, Breakfast & Brunch, Food Trucks, Food, Restaurants",TRUE,,,,,,,,,,10:0-14:0,
53128,pYeQ80rPttM6KzMQ3MXE8g,Nied's Hotel,5438 Butler St,Pittsburgh,PA,40.4833186,-79.9498249,3.5,35,0,"Nightlife, American (Traditional), Restaurants, Bars, Dive Bars, Seafood, Sandwiches",TRUE,TRUE,FALSE,,1,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,
53139,ZqP_j4ZTFSN5dkHYF0Lobw,Lupi's Famous Pizza,2311 Babcock Blvd,Pittsburgh,PA,40.5133397,-80.0009868,4,14,1,"Pizza, Restaurants",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,12:0-22:0
53233,V-_LSBVHNZ12noWpc2mYMQ,Over Eden,177 40th St,Pittsburgh,PA,40.4697099,-79.9627698,3.5,55,1,"Restaurants, Mediterranean, Cocktail Bars, Food, Nightlife, Bars, Desserts",TRUE,TRUE,,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-22:0
53244,1pSulg40hoGWWTMivqoaew,North Park Lounge Lawrenceville,4717 Butler St,Pittsburgh,PA,40.4745801,-79.9579403,4,24,1,"Burgers, Restaurants, Nightlife, Soup, Lounges, Bars",TRUE,,,,,16:0-23:0,16:0-23:0,11:0-1:0,11:0-1:0,11:0-2:0,10:0-2:0,10:0-0:0
53288,jDqaz1jKdeWk_fTVCzc1Pg,Conflict Kitchen,221 Schenley Dr,Pittsburgh,PA,40.44258082,-79.95273476,4,148,0,"Imported Food, Restaurants, Ethnic Food, Specialty Food, Food",TRUE,TRUE,,FALSE,1,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0
53424,y19xFolCozaRA-gGmHwkQA,Aladdin's Eatery,929 Freeport Rd,Pittsburgh,PA,40.487933,-79.8873629,4,74,1,"Middle Eastern, Mediterranean, Food, Restaurants, Vegan, Vegetarian",TRUE,TRUE,TRUE,,2,0:0-0:0,11:0-21:30,11:0-21:30,11:0-16:0,11:0-22:0,11:0-22:0,11:0-21:0
53497,mnI_n7A8sxgOSmtgI3wzQQ,Amazing Cafe,1506 E Carson St,Pittsburgh,PA,40.4286788,-79.9831142,4.5,97,0,"Fitness & Instruction, Gluten-Free, Food, Restaurants, Sandwiches, Active Life, Salad, Juice Bars & Smoothies, Yoga, Vegetarian, Cafes, Vegan",TRUE,TRUE,TRUE,,2,,,,,,,9:0-15:0
53561,CqU7SXYRo9EbMwlxrSvErA,1947 Tavern,5744 1/2 Ellsworth Ave,Pittsburgh,PA,40.4556589,-79.9309996,3.5,73,0,"Restaurants, Nightlife, Bars, American (New), American (Traditional)",TRUE,TRUE,FALSE,,2,,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,10:0-23:0,
53608,WZDQqw960DaMWDyPbtRFtA,Dancing Crab Thai Noodle House,2126 E Carson St,Pittsburgh,PA,40.428244,-79.975153,4.5,185,1,"Thai, Restaurants",TRUE,TRUE,TRUE,FALSE,2,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0
53708,3nDxqHvf7L5AdEAAeMaQAg,Domino's Pizza,119 N Sheridan Ave,Pittsburgh,PA,40.47201891,-79.91477329,1.5,71,1,"Pizza, Restaurants, Sandwiches, Chicken Wings",TRUE,TRUE,TRUE,,1,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0,10:30-3:0
53785,IrkBeajv3BQFYwJC9i0e1g,Wallace's Whiskey Room + Kitchen,123 N Highland Ave,Pittsburgh,PA,40.4622582,-79.9247818,3,17,1,"Nightlife, American (New), Seafood, Bars, Whiskey Bars, Restaurants",TRUE,TRUE,TRUE,,,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-23:0,16:30-23:0,16:30-22:0
54099,8vzMRsSIjkdjwq3u190ohw,Sree's Foods,701 Smithfield St,Pittsburgh,PA,40.4430443,-79.9969144,4,68,1,"Indian, Restaurants, Pakistani",TRUE,TRUE,FALSE,,1,11:30-14:30,11:30-14:30,11:30-14:30,11:30-14:30,11:30-14:30,,
54194,fUB_aqie86DKI2tTAkG72w,Pizza Bellagio,254 Freeport Rd,Pittsburgh,PA,40.4926174,-79.8630663,2,4,1,"Food Delivery Services, Food, Pizza, Restaurants",,,,,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
54261,pSAoDrxX7Q5VRe-7gpDpOw,Spoonwood Brewing,5981 Baptist Rd,Pittsburgh,PA,40.3453798,-80.0139943,4,266,1,"Food, Breweries, Pizza, Restaurants",TRUE,TRUE,TRUE,FALSE,2,,16:0-22:0,16:0-22:0,16:0-22:0,11:30-23:0,11:30-23:0,10:30-22:0
54388,Tdc2v9DBRRYeG2P_h9OvRw,Pizza Amier,5804 Forward Ave,Pittsburgh,PA,40.4296522,-79.9232478,3.5,26,0,"Food, Restaurants, Italian, Pizza, Sandwiches",TRUE,,TRUE,,1,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-2:0,10:0-2:0,10:0-0:0
54396,UTtXuA_bPa0w24G89SKM6g,King Crust,1105 Bower Hill Rd,Pittsburgh,PA,40.3754838,-80.0685876,4,22,1,"Restaurants, Pizza, Gluten-Free, Sandwiches",TRUE,,TRUE,,1,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0
54477,ROeCBwuy5lfHUo8v0SMwSg,Stone Neapolitan Pizzeria,"300 Liberty Ave, Ste 100",Pittsburgh,PA,40.4409409,-80.0061373,4,144,0,"Pizza, Food, Restaurants",TRUE,TRUE,TRUE,,2,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-18:0
54647,cAX-srNrvlifjfov_jpQ1w,Texas de Brazil,"240 W Station Square Dr, Ste D1",Pittsburgh,PA,40.4342885,-80.0052397,4,295,1,"Venues & Event Spaces, Event Planning & Services, Restaurants, Brazilian, Steakhouses",TRUE,TRUE,TRUE,FALSE,3,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-22:0,16:0-22:0,16:0-21:0
54725,ay8R8W91B7Mm-dv4O6apEg,Schorr Bakery,3912 Perrysville Ave,Pittsburgh,PA,40.4899717,-80.0182566,4,18,0,"Food, Restaurants, Bakeries",TRUE,TRUE,TRUE,FALSE,2,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,6:0-16:0,
54869,ugmQx75KCr8nc8E-d69K8g,Nordstrom Marketplace Cafe,1000 Ross Park Mall Dr,Pittsburgh,PA,40.544161,-80.008601,4,27,1,"Cafes, Restaurants, American (Traditional), Diners, Sandwiches, American (New)",TRUE,FALSE,TRUE,,2,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-17:0
54958,68s6PZRs6bQ9Nqtppdzpuw,Charley's Phily Steaks,100 Robinson Ctr Dr,Pittsburgh,PA,40.4547052,-80.1571838,3,3,1,"Restaurants, Cheesesteaks, Delis, Sandwiches",,,TRUE,,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:30,10:0-21:30,11:0-18:0
54968,wmCBxE0PfLZD8sxIwAY59Q,Hofbrauhaus Pittsburgh,2705 S Water St,Pittsburgh,PA,40.428768,-79.964499,4,795,1,"Breweries, Pubs, French, Food, German, Bars, Restaurants, Nightlife",TRUE,TRUE,TRUE,FALSE,2,0:0-0:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-2:0,11:0-2:0,12:0-23:0
54995,qcfL4DUjcjerQ0eubpJJsA,Rolling Cones,,Pittsburgh,PA,40.44068196,-79.99605806,3,3,1,"Food Trucks, Ice Cream & Frozen Yogurt, Food, Food Stands, Desserts, Restaurants",FALSE,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
55041,nuMmehPFS5kI1_C9bBlK5A,Uptown Coffee,723 Washington Rd,Pittsburgh,PA,40.3794757,-80.0448486,4,90,1,"Food, Restaurants, Coffee & Tea, Bakeries, Desserts",TRUE,TRUE,,,1,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-23:0,7:0-23:0,7:0-22:0
55064,by_MaktiYQc5oDPd1E9uug,Boston Market,978 Greentree Rd,Pittsburgh,PA,40.4180836,-80.04601199,3,19,1,"Comfort Food, Restaurants, Pizza, American (Traditional), American (New), Chicken Wings, Sandwiches, Chicken Shop, Event Planning & Services, Caterers",TRUE,FALSE,TRUE,,1,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
55069,RPe_cSOxq_qkG-LbxBlOyw,Hyde Park Prime Steakhouse,247 N Shore Dr,Pittsburgh,PA,40.446175,-80.0082771,4,223,1,"Restaurants, Steakhouses",TRUE,TRUE,FALSE,,3,0:0-0:0,16:0-0:0,16:30-22:0,16:30-22:0,16:30-23:0,16:30-23:0,16:0-21:0
55088,bm8-Kriygv-R8DVCmKzoOw,Marty's Market,2301 Smallman St,Pittsburgh,PA,40.4534962,-79.9822822,3.5,135,0,"Specialty Food, Butcher, Cafes, Restaurants, Breakfast & Brunch, Grocery, Food, Local Flavor",TRUE,TRUE,TRUE,,2,8:0-20:0,8:0-20:0,8:0-22:0,8:0-22:0,8:0-22:0,9:0-22:0,9:0-17:0
55125,erx8tQ0Wdc5YM0FddaKqKA,Tres Rios,1719 E Carson St,Pittsburgh,PA,40.42886357,-79.98105187,4,172,1,"Restaurants, Mexican, Bars, Cocktail Bars, Nightlife",TRUE,TRUE,FALSE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-22:0
55231,ldGnkfXjRNAxRP9cizgr0Q,Gio's Cafe,625 Stanwix St,Pittsburgh,PA,40.44291333,-80.00455396,4,18,0,"Sandwiches, Italian, Cafes, Restaurants",TRUE,TRUE,TRUE,,1,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-0:0,10:0-0:0,10:0-23:0
55329,pAqgiVcOY5mPouuEW96R0g,Cattivo,146 44th St,Pittsburgh,PA,40.472509,-79.961687,3.5,29,1,"American (Traditional), Music Venues, Food, Cocktail Bars, Nightlife, Bars, Gay Bars, Dance Clubs, Arts & Entertainment, Pizza, Restaurants",TRUE,TRUE,FALSE,,2,,,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,
55384,4Oqq6x7TA5TDvwwnckvCGg,Floor 2,510 Market St,Pittsburgh,PA,40.441487,-80.0016733,3.5,149,1,"Breakfast & Brunch, American (New), Restaurants, Bars, Nightlife",TRUE,TRUE,FALSE,,2,6:30-0:0,6:30-0:0,6:30-0:0,6:30-2:0,6:30-2:0,6:30-2:0,6:30-0:0
55401,S8urdN6ACnRQUm-7o9An8w,Altius,1230 Grandview Ave,Pittsburgh,PA,40.438556,-80.019299,4.5,590,1,"Restaurants, Bars, Food, American (New), Event Planning & Services, Venues & Event Spaces, Nightlife, Desserts",TRUE,FALSE,FALSE,,3,0:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-21:0
55483,yOM-OLQExaKHdrHRIfcBKQ,Sababa Middle Eastern Grill,2121 Murray Ave,Pittsburgh,PA,40.4331248,-79.9229243,4,26,0,"Restaurants, Middle Eastern",TRUE,,TRUE,,2,,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0
55623,I5z8NAbY-fajI7YWvGU8jQ,Panera Bread,942 Freeport Rd,Pittsburgh,PA,40.4894344,-79.8924741,3,22,1,"Salad, Soup, Breakfast & Brunch, Bagels, Restaurants, Bakeries, Food, Sandwiches",TRUE,TRUE,TRUE,,1,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-20:0
55724,AnXCOnAFU69mQ6xzdgBleQ,Nana's Hot Dog Shop,1110 Federal St,Pittsburgh,PA,40.455929,-80.0065429,4,15,1,"American (Traditional), Hot Dogs, American (New), Restaurants, Food",FALSE,TRUE,TRUE,,1,0:0-0:0,9:0-15:30,9:0-15:30,9:0-15:30,9:0-15:30,,
55875,5h7ra0kJKswSZEzbFSIpaw,Beehive Coffee,1327 E Carson St,Pittsburgh,PA,40.4289537,-79.9842819,4,138,0,"Beer, Wine & Spirits, Food, Restaurants, Breakfast & Brunch, Coffee & Tea, Vegetarian, Desserts",TRUE,TRUE,FALSE,FALSE,1,8:0-23:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-2:0,8:0-2:0,8:0-23:0
55933,xcjEnqXQU4a6FfomtQR9tQ,Pennsbury Pub & Grill,1049 Pennsbury Blvd,Pittsburgh,PA,40.428912,-80.100112,3.5,23,1,"Gastropubs, American (New), Restaurants, Bars, Pubs, Nightlife, Chicken Wings",TRUE,FALSE,TRUE,,1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
56012,lTxZFiWEd2NNF4Eh7_mlRg,Kassab's,1207 E Carson St,Pittsburgh,PA,40.4288913,-79.9860781,4,127,1,"Middle Eastern, Lebanese, Greek, Mediterranean, Restaurants",TRUE,TRUE,TRUE,,2,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,
56164,ehX704h8SSm8hFaYVyBuAA,Pad Thai Noodle,4770 Liberty Ave,Pittsburgh,PA,40.4607487,-79.9477661,4.5,57,1,"Thai, Restaurants, Japanese, Noodles",,,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
56209,8MSzI-4KJHpGBLiILkrtVg,Ichiban,1160 Park Manor Blvd,Pittsburgh,PA,40.45347145,-80.16264198,3,107,1,"Japanese, Restaurants",TRUE,FALSE,TRUE,,2,11:0-22:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,,13:0-21:0
56242,qihqxBCgXOPf2c-QxaFibA,Tilted Kilt Pub & Eatery,120 Andrew Dr.,Pittsburgh,PA,40.45100911,-80.17501188,2.5,45,0,"American (Traditional), Sports Bars, Pubs, Nightlife, Bars, Restaurants",TRUE,FALSE,FALSE,,2,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-0:0
56397,L_ibZRB6OAQCnQuA3jluyQ,Kous Kous Cafe,665 Washington Rd,Pittsburgh,PA,40.381418,-80.04418,4.5,54,0,"Moroccan, Restaurants",TRUE,,FALSE,,2,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,11:30-15:0
56460,j37Z4LIXTH9j6KOq9aX8DQ,Beer Emporium,302 S Saint Clair St,Pittsburgh,PA,40.4599557,-79.930726,3.5,173,0,"Bars, Nightlife, Food, Beer, Wine & Spirits, American (New), Pubs, Restaurants, Belgian, Chicken Wings, Salad, Sandwiches",TRUE,TRUE,FALSE,,2,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,12:0-21:0
56605,s1rOAKJV-cXD6hQJBQep9w,CobblerWorld,1059 Penn Ave,Pittsburgh,PA,40.4448733,-79.994473,5,5,1,"Restaurants, Breakfast & Brunch, Desserts, Bakeries, Food",TRUE,FALSE,FALSE,,2,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,
56630,XjAb0mxgCtq96pWWJjUBAg,Buca di Beppo Italian Restaurant,6600 Robinson Centre Dr,Pittsburgh,PA,40.4553479,-80.16067493,2.5,111,1,"Food, Italian, Restaurants, Nightlife, Bars, Caterers, Event Planning & Services, Pizza, Wine Bars",TRUE,FALSE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-21:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
56658,CLSRz9E-HmQRDwV2_smoDA,Ichiban Hibachi Steakhouse,983 Freeport Rd,Pittsburgh,PA,40.4879535,-79.8869153,3.5,100,1,"Sushi Bars, Steakhouses, Japanese, Restaurants",TRUE,FALSE,TRUE,,2,16:30-21:15,16:30-21:15,16:30-21:15,16:30-21:15,16:30-22:15,13:0-22:15,12:0-20:45
56777,#NAME?,Jimmy John's,1935 Settlers Ridge Center Dr,Pittsburgh,PA,40.4386197,-80.1464733,4,19,1,"Restaurants, Food, Fast Food, Sandwiches, Delis",TRUE,TRUE,TRUE,,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
56902,KBBXaD0FXDTpFuTuSJ6yHA,Applebee's Grill + Bar,3440 William Penn Hwy,Pittsburgh,PA,40.429457,-79.811206,2.5,29,1,"Sports Bars, Chicken Wings, Bars, Sandwiches, Nightlife, Restaurants, Steakhouses, American (Traditional), Burgers",TRUE,TRUE,TRUE,FALSE,2,0:0-0:0,11:0-20:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-0:0
56982,ZwuHsufvw1x5rd2c-qyw2w,Pirata,274 Forbes Ave,Pittsburgh,PA,40.44023845,-80.00154668,4,218,0,"Nightlife, Sandwiches, Bars, Cocktail Bars, Restaurants, Caribbean",TRUE,TRUE,FALSE,,2,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-0:0,11:30-0:0,
57002,-7H-oXvCxJzuT42ky6Db0g,Industry Public House,4305 Butler St,Pittsburgh,PA,40.4707828,-79.9602498,3.5,590,1,"Nightlife, Restaurants, American (New), Bars, Food, Beer, Wine & Spirits, Cocktail Bars, Beer Bar",TRUE,TRUE,FALSE,,2,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,10:0-2:0
57024,9DnHnAbd5sciiBHrQs7DJA,The Pizza Company,4065 Penn Ave,Pittsburgh,PA,40.4657853,-79.9555582,3.5,23,0,"Pizza, Sandwiches, Barbeque, Restaurants",TRUE,,TRUE,,1,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-22:0
